"","show","period","date","value"
"10344","The Phantom of the Opera","week",2011-12-26,1579428
"10345","The Phantom of the Opera","week",2012-01-02,913022
"10346","The Phantom of the Opera","week",2012-01-09,779751
"10347","The Phantom of the Opera","week",2012-01-16,684134
"10348","The Phantom of the Opera","week",2012-01-23,654734
"10349","The Phantom of the Opera","week",2012-01-30,638467
"10350","The Phantom of the Opera","week",2012-02-06,604378
"10351","The Phantom of the Opera","week",2012-02-13,804109
"10352","The Phantom of the Opera","week",2012-02-20,985906
"10353","The Phantom of the Opera","week",2012-02-27,621644
"10354","The Phantom of the Opera","week",2012-03-05,767945
"10355","The Phantom of the Opera","week",2012-03-12,1012149
"10356","The Phantom of the Opera","week",2012-03-19,941101
"10357","The Phantom of the Opera","week",2012-03-26,972899
"10358","The Phantom of the Opera","week",2012-04-02,1262881
"10359","The Phantom of the Opera","week",2012-04-09,1134951
"10360","The Phantom of the Opera","week",2012-04-16,836141
"10361","The Phantom of the Opera","week",2012-04-23,890181
"10362","The Phantom of the Opera","week",2012-04-30,893609
"10363","The Phantom of the Opera","week",2012-05-07,800916
"10364","The Phantom of the Opera","week",2012-05-14,935358
"10365","The Phantom of the Opera","week",2012-05-21,991815
"10366","The Phantom of the Opera","week",2012-05-28,887413
"10367","The Phantom of the Opera","week",2012-06-04,873562
"10368","The Phantom of the Opera","week",2012-06-11,870975
"10369","The Phantom of the Opera","week",2012-06-18,890564
"10370","The Phantom of the Opera","week",2012-06-25,889043
"10371","The Phantom of the Opera","week",2012-07-02,938917
"10372","The Phantom of the Opera","week",2012-07-09,914957
"10373","The Phantom of the Opera","week",2012-07-16,1022487
"10374","The Phantom of the Opera","week",2012-07-23,1016697
"10375","The Phantom of the Opera","week",2012-07-30,979594
"10376","The Phantom of the Opera","week",2012-08-06,991092
"10377","The Phantom of the Opera","week",2012-08-13,925633
"10378","The Phantom of the Opera","week",2012-08-20,884788
"10379","The Phantom of the Opera","week",2012-08-27,829029
"10380","The Phantom of the Opera","week",2012-09-03,829896
"10381","The Phantom of the Opera","week",2012-09-10,864177
"10382","The Phantom of the Opera","week",2012-09-17,803236
"10383","The Phantom of the Opera","week",2012-09-24,853340
"10384","The Phantom of the Opera","week",2012-10-01,975303
"10385","The Phantom of the Opera","week",2012-10-08,912429
"10386","The Phantom of the Opera","week",2012-10-15,899485
"10387","The Phantom of the Opera","week",2012-10-22,833059
"10388","The Phantom of the Opera","week",2012-10-29,505593
"10389","The Phantom of the Opera","week",2012-11-05,647157
"10390","The Phantom of the Opera","week",2012-11-12,659195
"10391","The Phantom of the Opera","week",2012-11-19,1125470
"10392","The Phantom of the Opera","week",2012-11-26,682365
"10393","The Phantom of the Opera","week",2012-12-03,758912
"10394","The Phantom of the Opera","week",2012-12-10,757858
"10395","The Phantom of the Opera","week",2012-12-17,978948
"10396","The Phantom of the Opera","week",2012-12-24,1751458
"10397","The Phantom of the Opera","week",2012-12-31,1052613
"10398","The Phantom of the Opera","week",2013-01-07,762638
"10399","The Phantom of the Opera","week",2013-01-14,722379
"10400","The Phantom of the Opera","week",2013-01-21,572561
"10401","The Phantom of the Opera","week",2013-01-28,748949
"10402","The Phantom of the Opera","week",2013-02-04,684437
"10403","The Phantom of the Opera","week",2013-02-11,929435
"10404","The Phantom of the Opera","week",2013-02-18,950908
"10405","The Phantom of the Opera","week",2013-02-25,787625
"10406","The Phantom of the Opera","week",2013-03-04,864609
"10407","The Phantom of the Opera","week",2013-03-11,1065032
"10408","The Phantom of the Opera","week",2013-03-18,1042563
"10409","The Phantom of the Opera","week",2013-03-25,1562855
"10410","The Phantom of the Opera","week",2013-04-01,1368904
"10411","The Phantom of the Opera","week",2013-04-08,958802
"10412","The Phantom of the Opera","week",2013-04-15,952478
"10413","The Phantom of the Opera","week",2013-04-22,985895
"10414","The Phantom of the Opera","week",2013-04-29,1091887
"10415","The Phantom of the Opera","week",2013-05-06,1039572
"10416","The Phantom of the Opera","week",2013-05-13,1078051
"10417","The Phantom of the Opera","week",2013-05-20,1174102
"10418","The Phantom of the Opera","week",2013-05-27,1100715
"10419","The Phantom of the Opera","week",2013-06-03,1010069
"10420","The Phantom of the Opera","week",2013-06-10,1097933
"10421","The Phantom of the Opera","week",2013-06-17,1103158
"10422","The Phantom of the Opera","week",2013-06-24,1124860
"10423","The Phantom of the Opera","week",2013-07-01,1158635
"10424","The Phantom of the Opera","week",2013-07-08,1101647
"10425","The Phantom of the Opera","week",2013-07-15,1147544
"10426","The Phantom of the Opera","week",2013-07-22,1173574
"10427","The Phantom of the Opera","week",2013-07-29,1182528
"10428","The Phantom of the Opera","week",2013-08-05,1232628
"10429","The Phantom of the Opera","week",2013-08-12,1167085
"10430","The Phantom of the Opera","week",2013-08-19,1068863
"10431","The Phantom of the Opera","week",2013-08-26,958454
"10432","The Phantom of the Opera","week",2013-09-02,894516
"10433","The Phantom of the Opera","week",2013-09-09,898375
"10434","The Phantom of the Opera","week",2013-09-16,896703
"10435","The Phantom of the Opera","week",2013-09-23,848934
"10436","The Phantom of the Opera","week",2013-09-30,850637
"10437","The Phantom of the Opera","week",2013-10-07,1023947
"10438","The Phantom of the Opera","week",2013-10-14,1044707
"10439","The Phantom of the Opera","week",2013-10-21,960578
"10440","The Phantom of the Opera","week",2013-10-28,836302
"10441","The Phantom of the Opera","week",2013-11-04,790698
"10442","The Phantom of the Opera","week",2013-11-11,731704
"10443","The Phantom of the Opera","week",2013-11-18,702263
"10444","The Phantom of the Opera","week",2013-11-25,1220246
"10445","The Phantom of the Opera","week",2013-12-02,863893
"10446","The Phantom of the Opera","week",2013-12-09,809501
"10447","The Phantom of the Opera","week",2013-12-16,1005309
"10448","The Phantom of the Opera","week",2013-12-23,1843296
"10449","The Phantom of the Opera","week",2013-12-30,1357647
"10450","The Phantom of the Opera","week",2014-01-06,811982
"10451","The Phantom of the Opera","week",2014-01-13,757978
"10452","The Phantom of the Opera","week",2014-01-20,742269
"10453","The Phantom of the Opera","week",2014-01-27,622287
"10454","The Phantom of the Opera","week",2014-02-03,659176
"10455","The Phantom of the Opera","week",2014-02-10,766994
"10456","The Phantom of the Opera","week",2014-02-17,791098
"10457","The Phantom of the Opera","week",2014-02-24,645045
"10458","The Phantom of the Opera","week",2014-03-03,809460
"10459","The Phantom of the Opera","week",2014-03-10,929682
"10460","The Phantom of the Opera","week",2014-03-17,954196
"10461","The Phantom of the Opera","week",2014-03-24,1057502
"10462","The Phantom of the Opera","week",2014-03-31,884496
"10463","The Phantom of the Opera","week",2014-04-07,958388
"10464","The Phantom of the Opera","week",2014-04-14,1517305
"10465","The Phantom of the Opera","week",2014-04-21,1117440
"10466","The Phantom of the Opera","week",2014-04-28,988317
"10467","The Phantom of the Opera","week",2014-05-05,882551
"10468","The Phantom of the Opera","week",2014-05-12,962919
"10469","The Phantom of the Opera","week",2014-05-19,1138294
"10470","The Phantom of the Opera","week",2014-05-26,964875
"10471","The Phantom of the Opera","week",2014-06-02,869478
"10472","The Phantom of the Opera","week",2014-06-09,984109
"10473","The Phantom of the Opera","week",2014-06-16,1030511
"10474","The Phantom of the Opera","week",2014-06-23,954358
"10475","The Phantom of the Opera","week",2014-06-30,1001126
"10476","The Phantom of the Opera","week",2014-07-07,977007
"10477","The Phantom of the Opera","week",2014-07-14,1114417
"10478","The Phantom of the Opera","week",2014-07-21,1140517
"10479","The Phantom of the Opera","week",2014-07-28,1149037
"10480","The Phantom of the Opera","week",2014-08-04,1138432
"10481","The Phantom of the Opera","week",2014-08-11,1112478
"10482","The Phantom of the Opera","week",2014-08-18,1019608
"10483","The Phantom of the Opera","week",2014-08-25,980290
"10484","The Phantom of the Opera","week",2014-09-01,918819
"10485","The Phantom of the Opera","week",2014-09-08,897140
"10486","The Phantom of the Opera","week",2014-09-15,840392
"10487","The Phantom of the Opera","week",2014-09-22,834859
"10488","The Phantom of the Opera","week",2014-09-29,818490
"10489","The Phantom of the Opera","week",2014-10-06,975371
"10490","The Phantom of the Opera","week",2014-10-13,935841
"10491","The Phantom of the Opera","week",2014-10-20,830933
"10492","The Phantom of the Opera","week",2014-10-27,724322
"10493","The Phantom of the Opera","week",2014-11-03,720968
"10494","The Phantom of the Opera","week",2014-11-10,715131
"10495","The Phantom of the Opera","week",2014-11-17,676699
"10496","The Phantom of the Opera","week",2014-11-24,1131137
"10497","The Phantom of the Opera","week",2014-12-01,785441
"10498","The Phantom of the Opera","week",2014-12-08,760079
"10499","The Phantom of the Opera","week",2014-12-15,928596
"10500","The Phantom of the Opera","week",2014-12-22,1641020
"10501","The Phantom of the Opera","week",2014-12-29,1649106
"10502","The Phantom of the Opera","week",2015-01-05,814242
"10503","The Phantom of the Opera","week",2015-01-12,747735
"10504","The Phantom of the Opera","week",2015-01-19,689571
"10505","The Phantom of the Opera","week",2015-01-26,555046
"10506","The Phantom of the Opera","week",2015-02-02,583683
"10507","The Phantom of the Opera","week",2015-02-09,721008
"10508","The Phantom of the Opera","week",2015-02-16,829721
"10509","The Phantom of the Opera","week",2015-02-23,561366
"10510","The Phantom of the Opera","week",2015-03-02,651741
"10511","The Phantom of the Opera","week",2015-03-09,847147
"10512","The Phantom of the Opera","week",2015-03-16,974043
"10513","The Phantom of the Opera","week",2015-03-23,964013
"10514","The Phantom of the Opera","week",2015-03-30,1230960
"10515","The Phantom of the Opera","week",2015-04-06,1097215
"10516","The Phantom of the Opera","week",2015-04-13,774420
"10517","The Phantom of the Opera","week",2015-04-20,866892
"10518","The Phantom of the Opera","week",2015-04-27,837178
"10519","The Phantom of the Opera","week",2015-05-04,788386
"10520","The Phantom of the Opera","week",2015-05-11,883247
"10521","The Phantom of the Opera","week",2015-05-18,1074914
"10522","The Phantom of the Opera","week",2015-05-25,928487
"10523","The Phantom of the Opera","week",2015-06-01,883328
"10524","The Phantom of the Opera","week",2015-06-08,980877
"10525","The Phantom of the Opera","week",2015-06-15,982442
"10526","The Phantom of the Opera","week",2015-06-22,986653
"10527","The Phantom of the Opera","week",2015-06-29,971851
"10528","The Phantom of the Opera","week",2015-07-06,914409
"10529","The Phantom of the Opera","week",2015-07-13,1064460
"10530","The Phantom of the Opera","week",2015-07-20,1090134
"10531","The Phantom of the Opera","week",2015-07-27,1090526
"10532","The Phantom of the Opera","week",2015-08-03,1068693
"10533","The Phantom of the Opera","week",2015-08-10,1015752
"10534","The Phantom of the Opera","week",2015-08-17,928397
"10535","The Phantom of the Opera","week",2015-08-24,806639
"10536","The Phantom of the Opera","week",2015-08-31,814978
"10537","The Phantom of the Opera","week",2015-09-07,844824
"10538","The Phantom of the Opera","week",2015-09-14,959752
"10539","The Phantom of the Opera","week",2015-09-21,850070
"10540","The Phantom of the Opera","week",2015-09-28,857083
"10541","The Phantom of the Opera","week",2015-10-05,997919
"10542","The Phantom of the Opera","week",2015-10-12,970991
"10543","The Phantom of the Opera","week",2015-10-19,882925
"10544","The Phantom of the Opera","week",2015-10-26,730947
"10545","The Phantom of the Opera","week",2015-11-02,778945
"10546","The Phantom of the Opera","week",2015-11-09,777401
"10547","The Phantom of the Opera","week",2015-11-16,663090
"10548","The Phantom of the Opera","week",2015-11-23,1045645
"10549","The Phantom of the Opera","week",2015-11-30,754615
"10550","The Phantom of the Opera","week",2015-12-07,741288
"10551","The Phantom of the Opera","week",2015-12-14,860033
"10552","The Phantom of the Opera","week",2015-12-28,1651287
"10553","The Phantom of the Opera","week",2016-01-04,770314.73
"10554","The Phantom of the Opera","week",2016-01-11,635768.6
"10555","The Phantom of the Opera","week",2016-01-18,397768.7
"10556","The Phantom of the Opera","week",2016-01-25,599766.43
"10557","The Phantom of the Opera","week",2016-02-01,618591.09
"10558","The Phantom of the Opera","week",2016-02-08,779490.77
"10559","The Phantom of the Opera","week",2016-02-15,729804.55
"10560","The Phantom of the Opera","week",2016-02-22,518383.6
"10561","The Phantom of the Opera","week",2016-02-29,552228.61
"10562","The Phantom of the Opera","week",2016-03-07,723465.52
"10563","The Phantom of the Opera","week",2016-03-14,981647.11
"10564","The Phantom of the Opera","week",2016-03-21,1352185.94
"10565","The Phantom of the Opera","week",2016-03-28,1148699.16
"10566","The Phantom of the Opera","week",2016-04-04,910452.71
"10567","The Phantom of the Opera","week",2016-04-11,755681.6
"10568","The Phantom of the Opera","week",2016-04-18,761146.76
"10569","The Phantom of the Opera","week",2016-04-25,892751.5
"10570","The Phantom of the Opera","week",2016-05-02,803455.65
"10571","The Phantom of the Opera","week",2016-05-09,832885.73
"10572","The Phantom of the Opera","week",2016-05-16,1033513.26
"10573","The Phantom of the Opera","week",2016-05-23,1026927.02
"10574","The Phantom of the Opera","week",2016-05-30,857783.43
"10575","The Phantom of the Opera","week",2016-06-06,941327.1
"10576","The Phantom of the Opera","week",2016-06-13,958711.34
"10577","The Phantom of the Opera","week",2016-06-20,998679.9
"10578","The Phantom of the Opera","week",2016-06-27,953783.16
"10579","The Phantom of the Opera","week",2016-07-04,897993.3
"10580","The Phantom of the Opera","week",2016-07-11,984395.32
"10581","The Phantom of the Opera","week",2016-07-18,1016680.98
"10582","The Phantom of the Opera","week",2016-07-25,1016633.8
"10583","The Phantom of the Opera","week",2016-08-01,961265.22
"10584","The Phantom of the Opera","week",2016-08-08,999631.61
"10585","The Phantom of the Opera","week",2016-08-15,893112.29
"10586","The Phantom of the Opera","week",2016-08-22,810486.13
"10587","The Phantom of the Opera","week",2016-08-29,823060.6
"10588","The Phantom of the Opera","week",2016-09-05,833788.2
"10589","The Phantom of the Opera","week",2016-09-12,951281.8
"10590","The Phantom of the Opera","week",2016-09-19,821066.2
"10591","The Phantom of the Opera","week",2016-09-26,843967.57
"10592","The Phantom of the Opera","week",2016-10-03,990091.21
"10593","The Phantom of the Opera","week",2016-10-10,971894.36
"10594","The Phantom of the Opera","week",2016-10-17,915484.8
"10595","The Phantom of the Opera","week",2016-10-24,839631.64
"10596","The Phantom of the Opera","week",2016-10-31,776358.11
"10597","The Phantom of the Opera","week",2016-11-07,906204.8
"10598","The Phantom of the Opera","week",2016-11-14,731274.33
"10599","The Phantom of the Opera","week",2016-11-21,1255999.7
"10600","The Phantom of the Opera","week",2016-11-28,798060.8
"10601","The Phantom of the Opera","week",2016-12-05,948988.8
"10602","The Phantom of the Opera","week",2016-12-12,927998.41
"10603","The Phantom of the Opera","week",2016-12-19,1077718.16
"10604","The Phantom of the Opera","week",2016-12-26,1942351.41
"10605","The Phantom of the Opera","week",2017-01-02,1150605.31
"10606","The Phantom of the Opera","week",2017-01-09,822845.23
"10607","The Phantom of the Opera","week",2017-01-16,747150.4
"10608","The Phantom of the Opera","week",2017-01-23,766486.25
"10609","The Phantom of the Opera","week",2017-01-30,727527
"10610","The Phantom of the Opera","week",2017-02-06,648786.4
"10611","The Phantom of the Opera","week",2017-02-13,880816.34
"10612","The Phantom of the Opera","week",2017-02-20,922557.7
"10613","The Phantom of the Opera","week",2017-02-27,780354.21
"10614","The Phantom of the Opera","week",2017-03-06,908139.9
"10615","The Phantom of the Opera","week",2017-03-13,1167703.1
"10616","The Phantom of the Opera","week",2017-03-20,1083635.32
"10617","The Phantom of the Opera","week",2017-03-27,1095115.5
"10618","The Phantom of the Opera","week",2017-04-03,1078596.42
"10619","The Phantom of the Opera","week",2017-04-10,1469435.73
"10620","The Phantom of the Opera","week",2017-04-17,1101970.43
"10621","The Phantom of the Opera","week",2017-04-24,1014276.09
"10622","The Phantom of the Opera","week",2017-05-01,952405.74
"10623","The Phantom of the Opera","week",2017-05-08,957170.61
"10624","The Phantom of the Opera","week",2017-05-15,1066119
"10625","The Phantom of the Opera","week",2017-05-22,1160489.8
"10626","The Phantom of the Opera","week",2017-05-29,1016795.59
"10627","The Phantom of the Opera","week",2017-06-05,1101208.41
"10628","The Phantom of the Opera","week",2017-06-12,1129909.21
"10629","The Phantom of the Opera","week",2017-06-19,1110011.9
"10630","The Phantom of the Opera","week",2017-06-26,1065885.18
"10631","The Phantom of the Opera","week",2017-07-03,1091325.9
"10632","The Phantom of the Opera","week",2017-07-10,1053239.9
"10633","The Phantom of the Opera","week",2017-07-17,1143127.9
"10634","The Phantom of the Opera","week",2017-07-24,1155258.5
"10635","The Phantom of the Opera","week",2017-07-31,1089740.49
"10636","The Phantom of the Opera","week",2017-08-07,1104254
"10637","The Phantom of the Opera","week",2017-08-14,1037448.78
"10638","The Phantom of the Opera","week",2017-08-21,915495
"10639","The Phantom of the Opera","week",2017-08-28,921081.51
"10640","The Phantom of the Opera","week",2017-09-04,897242.32
"10641","The Phantom of the Opera","week",2017-09-11,933806.5
"10642","The Phantom of the Opera","week",2017-09-18,878315.92
"10643","The Phantom of the Opera","week",2017-09-25,931861.7
"10644","The Phantom of the Opera","week",2017-10-02,1098807.31
"10645","The Phantom of the Opera","week",2017-10-09,1090447.96
"10646","The Phantom of the Opera","week",2017-10-16,1007984.32
"10647","The Phantom of the Opera","week",2017-10-23,911462.51
"10648","The Phantom of the Opera","week",2017-10-30,1005475.78
"10649","The Phantom of the Opera","week",2017-11-06,879373.9
"10650","The Phantom of the Opera","week",2017-11-13,851509.14
"10651","The Phantom of the Opera","week",2017-11-20,1387400.16
"10652","The Phantom of the Opera","week",2017-11-27,947836.79
"10653","The Phantom of the Opera","week",2017-12-04,1033058
"10654","The Phantom of the Opera","week",2017-12-11,962223.5
"10655","The Phantom of the Opera","week",2017-12-18,1175913.9
"10656","The Phantom of the Opera","week",2017-12-25,2146125.94
"10657","The Phantom of the Opera","week",2018-01-01,1233620.8
"10658","The Phantom of the Opera","week",2018-01-08,862596.14
"10659","The Phantom of the Opera","week",2018-01-15,864767.51
"10660","The Phantom of the Opera","week",2018-01-22,832473.2
"10661","The Phantom of the Opera","week",2018-01-29,838668.38
"10662","The Phantom of the Opera","week",2018-02-05,729951.6
"10663","The Phantom of the Opera","week",2018-02-12,1016059.8
"10664","The Phantom of the Opera","week",2018-02-19,1040024.8
"10665","The Phantom of the Opera","week",2018-02-26,733404.84
"10666","The Phantom of the Opera","week",2018-03-05,916123.8
"10667","The Phantom of the Opera","week",2018-03-12,1165779.88
"10668","The Phantom of the Opera","week",2018-03-19,1146636.1
"10669","The Phantom of the Opera","week",2018-03-26,1605070.22
"10670","The Phantom of the Opera","week",2018-04-02,1461456.25
"10671","The Phantom of the Opera","week",2018-04-09,1023976.48
"10672","The Phantom of the Opera","week",2018-04-16,1081645.54
"10673","The Phantom of the Opera","week",2018-04-23,1040754.58
"10674","The Phantom of the Opera","week",2018-04-30,1035350.2
"10675","The Phantom of the Opera","week",2018-05-07,1097787.7
"10676","The Phantom of the Opera","week",2018-05-14,1187605.6
"10677","The Phantom of the Opera","week",2018-05-21,1186286.1
"10678","The Phantom of the Opera","week",2018-05-28,1115092.1
"10679","The Phantom of the Opera","week",2018-06-04,1141362.44
"10680","The Phantom of the Opera","week",2018-06-11,1142763.73
"10681","The Phantom of the Opera","week",2018-06-18,1120965.8
"10682","The Phantom of the Opera","week",2018-06-25,1134612.46
"10683","The Phantom of the Opera","week",2018-07-02,1175292.38
"10684","The Phantom of the Opera","week",2018-07-09,1117108.56
"10685","The Phantom of the Opera","week",2018-07-16,1168466.3
"10686","The Phantom of the Opera","week",2018-07-23,1211787
"10687","The Phantom of the Opera","week",2018-07-30,1200011
"10688","The Phantom of the Opera","week",2018-08-06,1177853.16
"10689","The Phantom of the Opera","week",2018-08-13,1092084.52
"10690","The Phantom of the Opera","week",2018-08-20,998161.03
"10691","The Phantom of the Opera","week",2018-08-27,1041155.22
"10692","The Phantom of the Opera","week",2018-09-03,883838.08
"10693","The Phantom of the Opera","week",2018-09-10,996938.2
"10694","The Phantom of the Opera","week",2018-09-17,933441.08
"10695","The Phantom of the Opera","week",2018-09-24,983291.5
"10696","The Phantom of the Opera","week",2018-10-01,1163986.79
"10697","The Phantom of the Opera","week",2018-10-08,1055232.51
"10698","The Phantom of the Opera","week",2018-10-15,1001995.44
"10699","The Phantom of the Opera","week",2018-10-22,1003283.36
"10700","The Phantom of the Opera","week",2018-10-29,930637.4
"10701","The Phantom of the Opera","week",2018-11-05,922340.82
"10702","The Phantom of the Opera","week",2018-11-12,830928.72
"10703","The Phantom of the Opera","week",2018-11-19,1434859.48
"10704","The Phantom of the Opera","week",2018-11-26,883873.8
"10705","The Phantom of the Opera","week",2018-12-03,928941.2
"10706","The Phantom of the Opera","week",2018-12-10,946021
"10707","The Phantom of the Opera","week",2018-12-17,1345228.54
"10708","The Phantom of the Opera","week",2018-12-24,2091530.26
"10709","The Phantom of the Opera","week",2018-12-31,1208964.8
"10710","The Phantom of the Opera","week",2019-01-07,705017.98
"10711","The Phantom of the Opera","week",2019-01-14,682194.28
"10712","The Phantom of the Opera","week",2019-01-21,757293.3
"10713","The Phantom of the Opera","week",2019-01-28,677387.84
"10714","The Phantom of the Opera","week",2019-02-04,813236.68
"10715","The Phantom of the Opera","week",2019-02-11,829262.1
"10716","The Phantom of the Opera","week",2019-02-18,842365.6
"10717","The Phantom of the Opera","week",2019-02-25,645804.56
"10718","The Phantom of the Opera","week",2019-03-04,837646.6
"10719","The Phantom of the Opera","week",2019-03-11,1037083.6
"10720","The Phantom of the Opera","week",2019-03-18,1084648.5
"10721","The Phantom of the Opera","week",2019-03-25,1068680.48
"10722","The Phantom of the Opera","week",2019-04-01,968557.46
"10723","The Phantom of the Opera","week",2019-04-08,893918.68
"10724","The Phantom of the Opera","week",2019-04-15,1444820.58
"10725","The Phantom of the Opera","week",2019-04-22,1177266.77
"10726","The Phantom of the Opera","week",2019-04-29,1099151.2
"10727","The Phantom of the Opera","week",2019-05-06,916891.7
"10728","The Phantom of the Opera","week",2019-05-13,1028813.17
"10729","The Phantom of the Opera","week",2019-05-20,1198078.32
"10730","The Phantom of the Opera","week",2019-05-27,1034884.1
"10731","The Phantom of the Opera","week",2019-06-03,1134274.4
"10732","The Phantom of the Opera","week",2019-06-10,1099441.92
"10733","The Phantom of the Opera","week",2019-06-17,1041449.28
"10734","The Phantom of the Opera","week",2019-06-24,1050893.74
"10735","The Phantom of the Opera","week",2019-07-01,1094422.02
"10736","The Phantom of the Opera","week",2019-07-08,943509.7
"10737","The Phantom of the Opera","week",2019-07-15,1121101.1
"10738","The Phantom of the Opera","week",2019-07-22,1108077.68
"10739","The Phantom of the Opera","week",2019-07-29,1093341.8
"10740","The Phantom of the Opera","week",2019-08-05,1112453
"10741","The Phantom of the Opera","week",2019-08-12,1075499.8
"10742","The Phantom of the Opera","week",2019-08-19,958845.2
"10743","The Phantom of the Opera","week",2019-08-26,1007639.1
"10744","The Phantom of the Opera","week",2019-09-02,828706.83
"10745","The Phantom of the Opera","week",2019-09-09,910181.2
"10746","The Phantom of the Opera","week",2019-09-16,828670.22
"10747","The Phantom of the Opera","week",2019-09-23,860614.69
"10748","The Phantom of the Opera","week",2019-09-30,926380.8
"10749","The Phantom of the Opera","week",2019-10-07,1154438.4
"10750","The Phantom of the Opera","week",2019-10-14,989080.44
"10751","The Phantom of the Opera","week",2019-10-21,881182.62
"10752","The Phantom of the Opera","week",2019-10-28,822373.6
"10753","The Phantom of the Opera","week",2019-11-04,952524.04
"10754","The Phantom of the Opera","week",2019-11-11,768232.9
"10755","The Phantom of the Opera","week",2019-11-18,716752.5
"10756","The Phantom of the Opera","week",2019-11-25,1281179.36
"10757","The Phantom of the Opera","week",2019-12-02,959340.34
"10758","The Phantom of the Opera","week",2019-12-09,969099.7
"10759","The Phantom of the Opera","week",2019-12-16,1166762.98
"10760","The Phantom of the Opera","week",2019-12-23,2039104.01
"10761","The Phantom of the Opera","week",2019-12-30,1375933.82
"10762","The Phantom of the Opera","week",2020-01-06,801986.02
"10763","The Phantom of the Opera","week",2020-01-13,881005.32
"10764","The Phantom of the Opera","week",2020-01-20,773134.2
"10765","The Phantom of the Opera","week",2020-01-27,741229.2
"10766","The Phantom of the Opera","week",2020-02-03,734139.14
"10767","The Phantom of the Opera","week",2020-02-10,971935.8
"10768","The Phantom of the Opera","week",2020-02-17,840337.5
"10769","The Phantom of the Opera","week",2020-02-24,639215.93
"10770","The Phantom of the Opera","year",1988-01-01,26345159
"10771","The Phantom of the Opera","year",1989-01-01,29126181
"10772","The Phantom of the Opera","year",1990-01-01,30316206
"10773","The Phantom of the Opera","year",1991-01-01,32912593
"10774","The Phantom of the Opera","year",1992-01-01,34288838
"10775","The Phantom of the Opera","year",1993-01-01,35415180
"10776","The Phantom of the Opera","year",1994-01-01,35721748
"10777","The Phantom of the Opera","year",1995-01-01,36128475
"10778","The Phantom of the Opera","year",1996-01-01,35801260
"10779","The Phantom of the Opera","year",1997-01-01,36658740
"10780","The Phantom of the Opera","year",1998-01-01,36354939
"10781","The Phantom of the Opera","year",1999-01-01,34537535
"10782","The Phantom of the Opera","year",2000-01-01,34941859
"10783","The Phantom of the Opera","year",2001-01-01,31003038
"10784","The Phantom of the Opera","year",2002-01-01,28932348
"10785","The Phantom of the Opera","year",2003-01-01,28605766
"10786","The Phantom of the Opera","year",2004-01-01,30558522
"10787","The Phantom of the Opera","year",2005-01-01,37556566
"10788","The Phantom of the Opera","year",2006-01-01,40790346
"10789","The Phantom of the Opera","year",2007-01-01,35574288
"10790","The Phantom of the Opera","year",2008-01-01,39044221
"10791","The Phantom of the Opera","year",2009-01-01,42452119
"10792","The Phantom of the Opera","year",2010-01-01,42237079
"10793","The Phantom of the Opera","year",2011-01-01,44597308
"10794","The Phantom of the Opera","year",2012-01-01,47458151
"10795","The Phantom of the Opera","year",2013-01-01,52245597
"10796","The Phantom of the Opera","year",2014-01-01,48926507
"10797","The Phantom of the Opera","year",2015-01-01,45384788
"10798","The Phantom of the Opera","year",2016-01-01,46179569.11
"10799","The Phantom of the Opera","year",2017-01-01,55518165.81
"10800","The Phantom of the Opera","year",2018-01-01,56273123.4
"10801","The Phantom of the Opera","year",2019-01-01,51847541.67
"10802","The Phantom of the Opera","year",2020-01-01,7758916.93
"10803","Wicked","month",2003-10-01,2216113
"10804","Wicked","month",2003-11-01,4625721
"10805","Wicked","month",2003-12-01,4259630
"10806","Wicked","month",2004-01-01,4224549
"10807","Wicked","month",2004-02-01,4973002
"10808","Wicked","month",2004-03-01,4172794
"10809","Wicked","month",2004-04-01,4422825
"10810","Wicked","month",2004-05-01,5451565
"10811","Wicked","month",2004-06-01,4484511
"10812","Wicked","month",2004-07-01,4624363
"10813","Wicked","month",2004-08-01,5960034
"10814","Wicked","month",2004-09-01,4742002
"10815","Wicked","month",2004-10-01,5943442
"10816","Wicked","month",2004-11-01,4879589
"10817","Wicked","month",2004-12-01,4951423
"10818","Wicked","month",2005-01-01,6240766
"10819","Wicked","month",2005-02-01,4914271
"10820","Wicked","month",2005-03-01,4835937
"10821","Wicked","month",2005-04-01,4881500
"10822","Wicked","month",2005-05-01,6232478
"10823","Wicked","month",2005-06-01,5048085
"10824","Wicked","month",2005-07-01,6509459
"10825","Wicked","month",2005-08-01,5256250
"10826","Wicked","month",2005-09-01,5109290
"10827","Wicked","month",2005-10-01,6445685
"10828","Wicked","month",2005-11-01,5461375
"10829","Wicked","month",2005-12-01,5486707
"10830","Wicked","month",2006-01-01,7017130
"10831","Wicked","month",2006-02-01,5391099
"10832","Wicked","month",2006-03-01,5334525
"10833","Wicked","month",2006-04-01,6894916
"10834","Wicked","month",2006-05-01,5383132
"10835","Wicked","month",2006-06-01,5453759
"10836","Wicked","month",2006-07-01,7196856
"10837","Wicked","month",2006-08-01,5772375
"10838","Wicked","month",2006-09-01,5586010
"10839","Wicked","month",2006-10-01,7025945
"10840","Wicked","month",2006-11-01,5888889
"10841","Wicked","month",2006-12-01,7785608
"10842","Wicked","month",2007-01-01,5527586
"10843","Wicked","month",2007-02-01,5481087
"10844","Wicked","month",2007-03-01,5495666
"10845","Wicked","month",2007-04-01,7138513
"10846","Wicked","month",2007-05-01,5568965
